raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
RESUN E SHINEFAR,RESUN E SHINEFAR,1,6.0,1.1887547335188187e-05,
RESUN OROLUX SOLAR JINKO,RESUN/OROLUX SOLAR + JINKO,1,6.0,1.1887547335188187e-05,
CONSORTQ,Consortq,1,6.0,1.1887547335188187e-05,
ERA SOLAR ERA PRO 72HC 580M,ERA SOLAR ERA-PRO-72HC-580M,1,6.0,1.1887547335188187e-05,
JA JAM72S09 385,JA / JAM72S09-385,1,6.0,1.1887547335188187e-05,
JA JAM72D30540W,JÁ - JAM72D30540W,1,6.0,1.1887547335188187e-05,
JA JAM72D30 550 MB,JA JAM72D30-550/MB,1,6.0,1.1887547335188187e-05,
TALE SUN TP7F72M H 550,Tale Sun/TP7F72M(H)-550,1,6.0,1.1887547335188187e-05,
SS585W,ss585w,1,6.0,1.1887547335188187e-05,
TALE SUN BEL ENERGY,TALE SUN / BEL ENERGY,1,6.0,1.1887547335188187e-05,
TAL,TAL,1,6.0,1.1887547335188187e-05,
CANADIAN SOLAR HELIUS GENESIS,CANADIAN SOLAR | HELIUS GENESIS,1,6.0,1.1887547335188187e-05,
TALESAUN,Talesaun,1,6.0,1.1887547335188187e-05,
MSFX,MSFX,1,6.0,1.1887547335188187e-05,
DEEP BLUE MONO 550W,DEEP BLUE MONO 550W,1,6.0,1.1887547335188187e-05,
RESUSNSOLAR,RESUSNSOLAR,1,6.0,1.1887547335188187e-05,
PHB SPLAR,PHB SPLAR,1,6.0,1.1887547335188187e-05,
TRINA TSM DE18M II 495W,TRINA/ TSM-DE18M(II)495W,2,6.0,1.1887547335188187e-05,
JIINKO V,JIINKO -V,1,6.0,1.1887547335188187e-05,
31957471,31957471,1,6.0,1.1887547335188187e-05,
PERLIGHT SOLAR PERLIGHT SOLAR,Perlight Solar | Perlight Solar,1,6.0,1.1887547335188187e-05,
AS 7M144 HC 550W,911 - AS-7M144-HC-550W,1,6.0,1.1887547335188187e-05,
SS560 72MDH DE 560W,SS560-72MDH DE 560W,1,6.0,1.1887547335188187e-05,
13NKO,13NKO,1,6.0,1.1887547335188187e-05,
JINKOSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,JinkoSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,2,6.0,1.1887547335188187e-05,
TALESUM HALF CELL,TALESUM HALF-CELL,1,6.0,1.1887547335188187e-05,
SBIFACIAL,SBIFACIAL,1,6.0,1.1887547335188187e-05,
SATURN 6,SATURN 6,1,6.0,1.1887547335188187e-05,
SAOLARMAXX,SAOLARMAXX,1,6.0,1.1887547335188187e-05,
DUO,DUO,1,6.0,1.1887547335188187e-05,
HUNERSUN SOLAR CP18 72H 555W,HUNERSUN SOLAR CP18-72H 555W,1,6.0,1.1887547335188187e-05,
REUSN,Reusn,1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72S30 565 GR,JA SOLAR JAM72S30-565/GR,2,6.0,1.1887547335188187e-05,
JA SOLAR JAM72S30 550 MRJAM72S30 550 MR,JA SOLAR JAM72S30-550/MRJAM72S30-550/MR,1,6.0,1.1887547335188187e-05,
CANADIAM JA SOLAR,CANADIAM - JA SOLAR,1,6.0,1.1887547335188187e-05,
HIKU HIGHPOWER,HIKU HIGHPOWER,1,6.0,1.1887547335188187e-05,
VINICIUS,vinicius@,1,6.0,1.1887547335188187e-05,
BELENERGYLEAPTON,BELENERGYLEAPTON,1,6.0,1.1887547335188187e-05,
MSZ 335P,MSZ 335P,1,6.0,1.1887547335188187e-05,
MSSOP72LA SF F303M,MSSOP72LA-SF-F303M,1,6.0,1.1887547335188187e-05,
EMAT ENERGY SOLAR,EMAT ENERGY SOLAR,1,6.0,1.1887547335188187e-05,
LEPTON LP182 182M72NH,LEPTON LP182*182M72NH,1,6.0,1.1887547335188187e-05,
YH SUMPRO,YH SUMPRO,1,6.0,1.1887547335188187e-05,
TALESUN GCL,TALESUN/GCL,1,6.0,1.1887547335188187e-05,
TALESUN EMPALUX,TALESUN / EMPALUX,1,6.0,1.1887547335188187e-05,
TALESUN E TSUN,TALESUN e TSUN,1,6.0,1.1887547335188187e-05,
TRINA TSM DE17M 455W,TRINA / TSM-DE17M-455W,2,6.0,1.1887547335188187e-05,
N POWER,N POWER,1,6.0,1.1887547335188187e-05,
N PLUS WP SP N16 144HG,N PLUS WP SP-N16/144HG,1,6.0,1.1887547335188187e-05,
N PLUS MOD,n-plus mod,1,6.0,1.1887547335188187e-05,
ERGIN,ERGIN,1,6.0,1.1887547335188187e-05,
ERA SOLAR ERA RC 66HC600M,ERA SOLAR ERA-RC-66HC600M,1,6.0,1.1887547335188187e-05,
6TSUN HALF CELL,6TSUN HALF CELL,1,6.0,1.1887547335188187e-05,
BYD550HRP72D,2964 - BYD550HRP72D,1,6.0,1.1887547335188187e-05,
PHINO,PHINO,1,6.0,1.1887547335188187e-05,
TRINA TSM DE15M410W,trina tsm-de15m410w,1,6.0,1.1887547335188187e-05,
TRINA TSM DE18M II 505WP,TRINA - TSM-DE18M(II)-505Wp,1,6.0,1.1887547335188187e-05,
JA JAM72S30 570 MR,JÁ JAM72S30-570/MR,1,6.0,1.1887547335188187e-05,
JA JAM72S30 550 M,JA JAM72S30-550/M,1,6.0,1.1887547335188187e-05,
JA JAM72S30 550,JÁ-JAM72S30-550,1,6.0,1.1887547335188187e-05,
ELIUS SUNLINK,ELIUS SUNLINK,1,6.0,1.1887547335188187e-05,
CANADIAN30 72,"CANADIAN30,72",1,6.0,1.1887547335188187e-05,
SAMOD,samod,1,6.0,1.1887547335188187e-05,
SA SOLARI,SA SOLARI,1,6.0,1.1887547335188187e-05,
S6 GR3P6K2,S6-GR3P6K2,1,6.0,1.1887547335188187e-05,
TALESUN PULLING ENERGY,TALESUN | PULLING ENERGY,1,6.0,1.1887547335188187e-05,
YD ENERGY,yd ENERGY,1,6.0,1.1887547335188187e-05,
VOLTIC SOLAR,VOLTIC SOLAR,1,6.0,1.1887547335188187e-05,
DAHSOLARDHM,DAHSOLARDHM,1,6.0,1.1887547335188187e-05,
DAHSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,DAHSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,1,6.0,1.1887547335188187e-05,
LUGI,lugi,1,6.0,1.1887547335188187e-05,
CANADIAL,CANADIAL,1,6.0,1.1887547335188187e-05,
BEYONDSUN SHM 144HV 535 535W,BEYONDSUN/SHM-144HV-535 535W,1,6.0,1.1887547335188187e-05,
HUAWEI SUN2000 6KTL L1,HUAWEI SUN2000-6KTL-L1,1,6.0,1.1887547335188187e-05,
TALESUN T SERAPHIM SRP 330 6PA,TALESUN T / SERAPHIM SRP-330-6PA,1,6.0,1.1887547335188187e-05,
S U N OVA,S U N OVA,1,6.0,1.1887547335188187e-05,
ASN 6SL PLUS,ASN-6SL-PLUS,1,6.0,1.1887547335188187e-05,
ASTRONEEGY,ASTRONEEGY,1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72S30 540 MR 1500V,JÁ SOLAR/JAM72S30-540/MR/1500V,1,6.0,1.1887547335188187e-05,
RUNDA PV,RUNDA PV,1,6.0,1.1887547335188187e-05,
LNLELBRAS,lnlelbras,1,6.0,1.1887547335188187e-05,
TALESUNSOLAR SOLARSOLARSOLAR SOLAR,TalesunSOLAR SOLARSOLARSOLAR SOLAR,1,6.0,1.1887547335188187e-05,
NPLUS NPLUS,NPLUS | NPLUS,1,6.0,1.1887547335188187e-05,
NPLUS 580W,NPLUS 580W,1,6.0,1.1887547335188187e-05,
NOPTCON,NOPTCON,1,6.0,1.1887547335188187e-05,
JIMCO,JIMCO,1,6.0,1.1887547335188187e-05,
BYD SHINEFAR,BYD | SHINEFAR,1,6.0,1.1887547335188187e-05,
BYD RONMA SOLAR,BYD / RONMA SOLAR,1,6.0,1.1887547335188187e-05,
NPUS SOLAR,NPUS SOLAR,1,6.0,1.1887547335188187e-05,
NPLUSSP N16,NPLUSSP-N16/,1,6.0,1.1887547335188187e-05,
TALESUNNACIONALJINKOSOLARSOLAR,TALESUNNACIONALJINKOSOLARSOLAR,1,6.0,1.1887547335188187e-05,
RUNERGY E DAH,RUNERGY E DAH,1,6.0,1.1887547335188187e-05,
RUNERGY DAH,Runergy | DAH,1,6.0,1.1887547335188187e-05,
RUNERFY,RUNERFY,1,6.0,1.1887547335188187e-05,
TRINA SOLAR TSM PE15H 345 W,TRINA SOLAR / TSM-PE15H 345 W,2,6.0,1.1887547335188187e-05,
TRINA SOLAR TSMDE19R,TRINA SOLAR TSMDE19R,1,6.0,1.1887547335188187e-05,
RIO SOL,RIO SOL,1,6.0,1.1887547335188187e-05,
TOPCON TOPCON560,TOPCON TOPCON560,1,6.0,1.1887547335188187e-05,
TOPCON RIO SOLAR CS6W 570TB AG,TOPCON RIO SOLAR CS6W-570TB-AG,1,6.0,1.1887547335188187e-05,
TOPCON RIO,TOPCON RIO,1,6.0,1.1887547335188187e-05,
RSUMSOLAR,RSUMSOLAR,1,6.0,1.1887547335188187e-05,
TALESUNSUNERGY,TALESUNSUNERGY,1,6.0,1.1887547335188187e-05,
LIVOLTE,LIVOLTE,1,6.0,1.1887547335188187e-05,
TALESUNSOLARSOLARSOLARSOLAR,TALESUNSOLARSOLARSOLARSOLAR,1,6.0,1.1887547335188187e-05,
15 38JASOLAR,"15,38JASOLAR",1,6.0,1.1887547335188187e-05,
ASRON ENERGY,ASRON ENERGY,1,6.0,1.1887547335188187e-05,
CANADIAN CANADIAN ZNSHINE,CANADIAN | CANADIAN | ZNSHINE,1,6.0,1.1887547335188187e-05,
RSM144 9 550M 416,RSM144-9-550M 416,1,6.0,1.1887547335188187e-05,
RSM144 9 550M 41 6,"RSM144-9-550M 41,6",1,6.0,1.1887547335188187e-05,
RSM144 9 550,RSM144-9-550,2,6.0,1.1887547335188187e-05,
JA SOLAR JAM72S10 405 PR 1500V,JÁ SOLAR - JAM72S10-405/PR/1500V,1,6.0,1.1887547335188187e-05,
TOP TEC SOLAR,TOP TEC SOLAR,1,6.0,1.1887547335188187e-05,
TOP SOLAR TPS 144 CELL,TOP SOLAR TPS-144-CELL,1,6.0,1.1887547335188187e-05,
DAHSOLAR DMH 72X10 BM,DAHSOLAR DMH-72X10(BM),1,6.0,1.1887547335188187e-05,
DAHSOLAR DHN 72R18 FS 610W,DAHSOLAR DHN-72R18/FS 610W,1,6.0,1.1887547335188187e-05,
LR5 72HTH575W,LR5-72HTH575W,1,6.0,1.1887547335188187e-05,
FABRICANTE AE,fabricante AE,2,6.0,1.1887547335188187e-05,
FABRICANTE,FABRICANTE,1,6.0,1.1887547335188187e-05,
JINKO SOLAR LEAPTON SOLAR JINKO SOLAR,JINKO SOLAR | LEAPTON SOLAR | JINKO SOLAR,1,6.0,1.1887547335188187e-05,
PULLING ENERGI DAH SOLAR,PULLING ENERGI / DAH SOLAR,1,6.0,1.1887547335188187e-05,
PULLIMG ENERGY,PULLIMG ENERGY,1,6.0,1.1887547335188187e-05,
ERASOLAR ERASOLAR550M,ERASOLAR/ERASOLAR550M,1,6.0,1.1887547335188187e-05,
DEMEGSOLAR,DEMEGSolar,1,6.0,1.1887547335188187e-05,
PHONE,PHONE/,1,6.0,1.1887547335188187e-05,
CS3W 455MS HIKU,CS3W-455MS HIKU,1,6.0,1.1887547335188187e-05,
XPOEWR,XPOEWR,1,6.0,1.1887547335188187e-05,
HERLIUS,Herlius,1,6.0,1.1887547335188187e-05,
HERING PVSOLAR,Hering pvsolar,1,6.0,1.1887547335188187e-05,
DHP72 335W 2519 ODE10092024,268 - DHP72-335W;2519 - ODE10092024,1,6.0,1.1887547335188187e-05,
RISEM RSM156 6 450,RISEM / RSM156-6-450,1,6.0,1.1887547335188187e-05,
XPO,XPO,1,6.0,1.1887547335188187e-05,
LOGNI,LOGNI,1,6.0,1.1887547335188187e-05,
RSM144 6 405W,RSM144-6 - 405W,1,6.0,1.1887547335188187e-05,
TALLMAX TRINA SOLAR TSM DE15M II,TALLMAX (TRINA SOLAR) TSM-DE15M(II),1,6.0,1.1887547335188187e-05,
TALLMAX FRAMED,Tallmax Framed,1,6.0,1.1887547335188187e-05,
TRINA TSM DE08MII375W,TRINA / TSM-DE08MII375W,2,6.0,1.1887547335188187e-05,
TRINA TSM DE 18M II 510W,TRINA/TSM-DE 18M(II) 510W,1,6.0,1.1887547335188187e-05,
PHONO SOLAR ASTRONERGY,PHONO SOLAR + ASTRONERGY,1,6.0,1.1887547335188187e-05,
HONOR SOLAR OUROLUX,HONOR SOLAR (OUROLUX),1,6.0,1.1887547335188187e-05,
ASTRANERG,ASTRANERG,1,6.0,1.1887547335188187e-05,
ASTORENERGY,ASTORENERGY |,1,6.0,1.1887547335188187e-05,
ASTOESNERGI,ASTOESNERGI,1,6.0,1.1887547335188187e-05,
JINERNERGY,Jinernergy,1,6.0,1.1887547335188187e-05,
JINERGY SOLAR JNBN144 590,JINERGY SOLAR JNBN144-590,1,6.0,1.1887547335188187e-05,
JINERGY J,JINERGY J,1,6.0,1.1887547335188187e-05,
JINERGY DM585M10T B72HSW,JINERGY DM585M10T -B72HSW,1,6.0,1.1887547335188187e-05,
41 00 HONORSOLAR,"	41,00 HONORSOLAR",1,6.0,1.1887547335188187e-05,
400MLK 36 5B,400MLK-36-5B,1,6.0,1.1887547335188187e-05,
TRINA SOLAR VERTEXTRINA SOLAR VERTEX,TRINA SOLAR VERTEXTRINA SOLAR VERTEX,1,6.0,1.1887547335188187e-05,
TRINA SOLAR VERTEX TSM DE19,TRINA SOLAR VERTEX TSM-DE19,1,6.0,1.1887547335188187e-05,
TONWGWEI,TONWGWEI,1,6.0,1.1887547335188187e-05,
CS3U 365P AG,CS3U 365P-AG,1,6.0,1.1887547335188187e-05,
NINGBO OSDASOLAR ODA550 36VMH,Ningbo OsdaSolar/ODA550-36VMH,1,6.0,1.1887547335188187e-05,
JINCO SOLAR SOLAR,JINCO SOLAR  SOLAR,1,6.0,1.1887547335188187e-05,
30 67,"30,67",1,6.0,1.1887547335188187e-05,
TSUN CLEAN ENERGY LIMITED LONGI,TSUN CLEAN ENERGY LIMITED | LONGI,1,6.0,1.1887547335188187e-05,
NLUS,NLUS,1,6.0,1.1887547335188187e-05,
CONSORT 555W,Consort 555W,1,6.0,1.1887547335188187e-05,
GVL,GVL,1,6.0,1.1887547335188187e-05,
HIKU CS3W 410P,303 - HIKU CS3W-410P,1,6.0,1.1887547335188187e-05,
LR5 72HPH 540M,LR5-72HPH 540M,1,6.0,1.1887547335188187e-05,
LR5 72HBD 550M,LR5-72HBD-550M,1,6.0,1.1887547335188187e-05,
TONGWEIMOD,tongweimod,1,6.0,1.1887547335188187e-05,
7 315,"7,315",1,6.0,1.1887547335188187e-05,
LONG JA,LONG | JA,1,6.0,1.1887547335188187e-05,
HALF CELL 545 W,Half-Cell 545 W,1,6.0,1.1887547335188187e-05,
HALF CELL 340W,HALF CELL 340W,1,6.0,1.1887547335188187e-05,
HUAWEI POWER,HUAWEI POWER,1,6.0,1.1887547335188187e-05,
BEYODSUN TSHM 144HV 535,Beyodsun/TSHM-144HV 535,1,6.0,1.1887547335188187e-05,
DM590M10 B78HSW,DM590M10-B78HSW,1,6.0,1.1887547335188187e-05,
8 78,8.78,1,6.0,1.1887547335188187e-05,
RSM110 8 550MDG,RSM110-8-550MDG,1,6.0,1.1887547335188187e-05,
7X FRABICANTE BYD 8X FABRICANTE LEAPTON,7x Frabicante: BYD / 8x Fabricante: LEAPTON,1,6.0,1.1887547335188187e-05,
JINKOS SOLAR,JINKOS SOLAR,1,6.0,1.1887547335188187e-05,
JINKOR SOLAR,JINKOR SOLAR,2,6.0,1.1887547335188187e-05,
PILING ENERGY,PILING ENERGY,1,6.0,1.1887547335188187e-05,
TONGWAY,TONGWAY,1,6.0,1.1887547335188187e-05,
VT620 INFINITY,VT620 INFINITY,1,6.0,1.1887547335188187e-05,
CANDIAN 415,Candian 415,1,6.0,1.1887547335188187e-05,
CANADIAN0,CANADIAN0,2,6.0,1.1887547335188187e-05,
GW7 5K MS G4,GW7.5K-MS-G4,1,6.0,1.1887547335188187e-05,
JINCO BIFACIAL,JINCO BIFACIAL,1,6.0,1.1887547335188187e-05,
RSM RENO,RSM RENO,2,6.0,1.1887547335188187e-05,
RSM 6 500,RSM-6-500,1,6.0,1.1887547335188187e-05,
XITEC,XITEC,1,6.0,1.1887547335188187e-05,
8 DA LONGI 4 LEAPTON,8 DA LONGI / 4 LEAPTON,1,6.0,1.1887547335188187e-05,
RSIEN SOLAR,RSIEN SOLAR,1,6.0,1.1887547335188187e-05,
FORTE LEV,FORTE LEV,1,6.0,1.1887547335188187e-05,
PUIILING ENERGY,PUIILING ENERGY,1,6.0,1.1887547335188187e-05,
PUI L ING ENERGY,PUI.L.ING ENERGY,1,6.0,1.1887547335188187e-05,
PU610SNG12R 2215 HMF132T12R 610HL,2635 - PU610SNG12R;2215 - HMF132T12R-610HL,1,6.0,1.1887547335188187e-05,
PU590SPM101,PU590SPM101,1,6.0,1.1887547335188187e-05,
JASOLAR JAM72D30 545,JASOLAR|JAM72D30-545,1,6.0,1.1887547335188187e-05,
BE ENERG,BE ENERG,1,6.0,1.1887547335188187e-05,
ENERGIA SUNPRO,ENERGIA SUNPRO,1,6.0,1.1887547335188187e-05,
RISEN ENERGY E BYD,RISEN ENERGY e BYD,1,6.0,1.1887547335188187e-05,
LPN,LPN,1,6.0,1.1887547335188187e-05,
QNN182 HG585 72,2748 - QNN182-HG585-72,1,6.0,1.1887547335188187e-05,
HANHN18 72H585WERSUN,HANHN18-72H585WERSUN,1,6.0,1.1887547335188187e-05,
RS8I 560M F30 144 CELLS MONO,RS8I-560M-F30 144 CELLS MONO,1,6.0,1.1887547335188187e-05,
RS8 595MBG E1,RS8-595MBG-E1,1,6.0,1.1887547335188187e-05,
RS6C 280P,1656 - RS6C-280P,1,6.0,1.1887547335188187e-05,
JA SC,JA SC,1,6.0,1.1887547335188187e-05,
RS8I M 560,RS8I-M(560),1,6.0,1.1887547335188187e-05,
HUASUM,huasum,1,6.0,1.1887547335188187e-05,
HUASHUN,HUASHUN,1,6.0,1.1887547335188187e-05,
HUASENNGH,HUASENNGH,1,6.0,1.1887547335188187e-05,
EMPAULUX,EMPAULUX,1,6.0,1.1887547335188187e-05,
BYB FACIAL,BYB FACIAL,1,6.0,1.1887547335188187e-05,
TMS DEG15M II 400W,TMS-DEG15M(II)400W,1,6.0,1.1887547335188187e-05,
TLSUN,TLSUN,1,6.0,1.1887547335188187e-05,
TLESUN,TLESUN,1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72D40 580,JA SOLAR JAM72D40-580,1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72D30 555 580 LB,JÁ SOLAR JAM72D30 555-580/LB,1,6.0,1.1887547335188187e-05,
ZY610G12RNHB 132,ZY610G12RNHB-132,1,6.0,1.1887547335188187e-05,
ASTROLOGIA,ASTROLOGIA,1,6.0,1.1887547335188187e-05,
FORTLEV ERAS,FORTLEV - ERAS,1,6.0,1.1887547335188187e-05,
ROWATT,ROWATT,1,6.0,1.1887547335188187e-05,
TARZAN SERIES,TARZAN SÉRIES,1,6.0,1.1887547335188187e-05,
HARNESSUN,HARNESSUN,1,6.0,1.1887547335188187e-05,
TSUN POWER MAXEON,TSUN POWER | MAXEON,1,6.0,1.1887547335188187e-05,
PU565 585WNM101,2546 - PU565-585WNM101,1,6.0,1.1887547335188187e-05,
PS450M4 24,PS450M4-24,1,6.0,1.1887547335188187e-05,
PS535M6 H 24 TH,1056 - PS535M6-H-24/TH,1,6.0,1.1887547335188187e-05,
PS535M6 24 TH DE 535W,PS535M6-24/TH DE 535W,1,6.0,1.1887547335188187e-05,
TAOISTICATS M10 144H,TAOISTICaTS-M10/144H,1,6.0,1.1887547335188187e-05,
HERSHEY POWER HS144 M 450W,HERSHEY POWER HS144-M-450W,1,6.0,1.1887547335188187e-05,
CANADUAN MONOPERC,CANADUAN MONOPERC,1,6.0,1.1887547335188187e-05,
TCL HUANSHENG SOLAR,TCL (HUANSHENG SOLAR),1,6.0,1.1887547335188187e-05,
ERA SOLAR ESPHSC 580W,ERA SOLAR ESPHSC 580W,1,6.0,1.1887547335188187e-05,
JA SOLAR AE SOLAR,JA SOLAR AE SOLAR,1,6.0,1.1887547335188187e-05,
JA SOLAR 600,JA Solar 600,1,6.0,1.1887547335188187e-05,
RONMA LEAPTON LEAPTON,RONMA  | LEAPTON | LEAPTON,1,6.0,1.1887547335188187e-05,
RONMA JINKO SOLAR HOLDING CO LTD,"RONMA  | JINKO SOLAR HOLDING CO., LTD",1,6.0,1.1887547335188187e-05,
RONMAR,RONMAR,1,6.0,1.1887547335188187e-05,
LONGI E CANADIAN SOLAR,LONGi e Canadian Solar,1,6.0,1.1887547335188187e-05,
WPV 550 555,WPV 550-555,1,6.0,1.1887547335188187e-05,
RONMA SOLAR ZNSHINE SOLAR,RONMA SOLAR | ZNSHINE SOLAR,1,6.0,1.1887547335188187e-05,
DEMAGC,DEMAGC,1,6.0,1.1887547335188187e-05,
HONORNSOLAR,HonornSolar,1,6.0,1.1887547335188187e-05,
TRINA SOLAR400 W,Trina solar400 W -,1,6.0,1.1887547335188187e-05,
ASTROENERGYSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,ASTROENERGYSOLAR ERA SOLAR SOLAR ERA SOLAR SOLAR,1,6.0,1.1887547335188187e-05,
ASTROENERGY HT SAAE,ASTROENERGY; HT-SAAE,1,6.0,1.1887547335188187e-05,
RISEN RISEN RISEN CANADIAN CANADIAN ERA SOLAR,"RISEN, RISEN, RISEN, CANADIAN, CANADIAN, ERA SOLAR",1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72D30 545 MBJA SOLAR JAM72D30 545 MB,JA SOLAR JAM72D30-545/MBJA SOLAR JAM72D30-545/MB,1,6.0,1.1887547335188187e-05,
JA SOLAR JAM72D30 460 MB,JA SOLAR JAM72D30 460/MB,1,6.0,1.1887547335188187e-05,
DEM,DEM,1,6.0,1.1887547335188187e-05,
TSUN E RUNERGY,TSUN E RUNERGY,1,6.0,1.1887547335188187e-05,
TSUN E OSDA SOLAR,TSUN E OSDA SOLAR,1,6.0,1.1887547335188187e-05,
NEXEN ELGIN,"NEXEN, ELGIN",1,6.0,1.1887547335188187e-05,
CHSM78N DG F BH 620,CHSM78N(DG)/ F-BH -620,1,6.0,1.1887547335188187e-05,
JINKOJKM470N 7RL3,JINKOJKM470N-7RL3,1,6.0,1.1887547335188187e-05,
BENDI SOLAR,BENDI SOLAR,1,6.0,1.1887547335188187e-05,
RONMA SOLAR LEAPTON PANTHER,RONMA SOLAR | LEAPTON PANTHER,1,6.0,1.1887547335188187e-05,
W HANESUN,W-HANESUN,1,6.0,1.1887547335188187e-05,
JINKO SOLAR TSUN POWERQ,JINKO SOLAR | TSUN POWERQ,1,6.0,1.1887547335188187e-05,
HONORQ,HONORQ,1,6.0,1.1887547335188187e-05,
HONORO,HONORO,1,6.0,1.1887547335188187e-05,
ROMNA SOLAR GROUP,ROMNA SOLAR GROUP,1,6.0,1.1887547335188187e-05,
ASTROASTRO,ASTROASTRO,1,6.0,1.1887547335188187e-05,
RONMA DAH,"RONMA, DAH",1,6.0,1.1887547335188187e-05,
RONMA BYD,RONMA | BYD,1,6.0,1.1887547335188187e-05,
TECH POWER TS560S8B 560W,TECH POWER TS560S8B-560W,1,6.0,1.1887547335188187e-05,
TECH POWER MICRO INVERTER,Tech Power Micro Inverter,1,6.0,1.1887547335188187e-05,
TRINA TRINA JA,"TRINA, TRINA, JA",1,6.0,1.1887547335188187e-05,
PLUSSOLAR,plussolar,1,6.0,1.1887547335188187e-05,
4002547375,4002547375,1,6.0,1.1887547335188187e-05,
RONI 1A,"RÔNI\,1A",1,6.0,1.1887547335188187e-05,
RONAN,RONAN,1,6.0,1.1887547335188187e-05,
CANADIAN SOLAR JINKO CANADIAN,CANADIAN SOLAR+JINKO / CANADIAN,1,6.0,1.1887547335188187e-05,
ASTROENERGY SOLARMODULE GMBH,Astroenergy Solarmodule GmbH,1,6.0,1.1887547335188187e-05,
ENERGI,ENERGI,1,6.0,1.1887547335188187e-05,
700W JETION HJT BIFACIAL 33M,700W JETION HJT BIFACIAL 33M?,1,6.0,1.1887547335188187e-05,
7 MODULOS BALFAR 8 MODULOS WEG,7 módulos BALFAR / 8 módulos WEG,1,6.0,1.1887547335188187e-05,
7 98,"7,98	",1,6.0,1.1887547335188187e-05,
7 92,"7,92",1,6.0,1.1887547335188187e-05,
LONGIMOD,LONGIMOD,2,6.0,1.1887547335188187e-05,
CSI SOLAR INC,CSI SOLAR INC.,1,6.0,1.1887547335188187e-05,
TECHLUX INDUSTRIA E COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA,TECHLUX INDÚSTRIA E COMÉRCIO DE PRODUTOS E EQUIPAMENTOS LTDA,1,6.0,1.1887547335188187e-05,
HALD CELL,HALD CELL,2,6.0,1.1887547335188187e-05,
RM 595W 182M,RM-595W-182M,1,6.0,1.1887547335188187e-05,
RNOMA,Rnoma,1,6.0,1.1887547335188187e-05,
RNESOLA,RNESOLA,1,6.0,1.1887547335188187e-05,
WEGHUAWEI,WEGHUAWEI,1,6.0,1.1887547335188187e-05,
17 99746 4126,17 99746-4126,1,6.0,1.1887547335188187e-05,
HUANSHENG HUANSHENG,HUANSHENG | HUANSHENG,1,6.0,1.1887547335188187e-05,
HUANHENG SOLAR,HUANHENG SOLAR,1,6.0,1.1887547335188187e-05,
HUANHENG,HUANHENG,1,6.0,1.1887547335188187e-05,
N TYPE TOPCOM,N-TYPE TOPCOM,2,6.0,1.1887547335188187e-05,
PS450M4H,PS450M4H,1,6.0,1.1887547335188187e-05,
DAH DMEGC SOLAR,"DAH, DMEGC SOLAR",1,6.0,1.1887547335188187e-05,
RM 600W 182R 132TB,RM-600W-182R/132TB,1,6.0,1.1887547335188187e-05,
RM 595W 182MI144TB,RM-595W-182MI144TB,1,6.0,1.1887547335188187e-05,
LONGIHI MO,LONGIHI-MO,1,6.0,1.1887547335188187e-05,
HI MO LR5 72HPH 545,HI-MO/ LR5-72HPH 545,1,6.0,1.1887547335188187e-05,
HI MO 4,Hi-MO 4,1,6.0,1.1887547335188187e-05,
JINKOD42 A583 44,JINKOd42-a583-44,1,6.0,1.1887547335188187e-05,
EMSD 605WNTYPE,EMSD-605WNTYPE,1,6.0,1.1887547335188187e-05,
EMSD 605W NTYPE,EMSD-605W NTYPE,1,6.0,1.1887547335188187e-05,
ASTROENERGY CHSM72N DG F HC 570,ASTROENERGY CHSM72N(DG)/F-HC-570,1,6.0,1.1887547335188187e-05,
LP182 199 M X0002 72 NH 620 630W,LP182*199-M_x0002_72-NH 620-630W,1,6.0,1.1887547335188187e-05,
TITAN RSM120 8 590BMDG 590W,TITAN / RSM120-8-590BMDG-590W,1,6.0,1.1887547335188187e-05,
TITAN RAISEN,TITAN- RAISEN,1,6.0,1.1887547335188187e-05,
NANSENSOLAR,Nansensolar -,1,6.0,1.1887547335188187e-05,
NEVEPV,NEVEPV,1,6.0,1.1887547335188187e-05,
JINERCY,JINERCY,1,6.0,1.1887547335188187e-05,
JINERBY JNBN144 591,JINERBY JNBN144-591,1,6.0,1.1887547335188187e-05,
RJINKO,RJINKO,1,6.0,1.1887547335188187e-05,
7ASTRONE 7 TRINA SOLAR,7ASTRONE - 7 TRINA SOLAR,1,6.0,1.1887547335188187e-05,
7803755,7803755,1,6.0,1.1887547335188187e-05,
16 RSM144 9 550M,16 RSM144-9-550M,1,6.0,1.1887547335188187e-05,
WEG RESUN,WEG / RESUN,1,6.0,1.1887547335188187e-05,
