raw_normalized,canonical_brand,match_method,exemplo_bruto,data_primeira_ocorrencia,revisao_manual,observacoes
ENERAL ELETRIC,Outros,NAO_ENCONTRADO,ENERAL ELETRIC,2026-08-20,False,
ENERGEASY,Outros,NAO_ENCONTRADO,ENERGEASY,2026-08-20,False,
ENERGI E GROWATT,Growatt,TOKEN,ENERGI E GROWATT,2026-08-17,False,
ENERGI SOLAR,Outros,NAO_ENCONTRADO,ENERGI SOLAR,2026-08-20,False,
ENERGIA SOLAR,Outros,NAO_ENCONTRADO,Energia Solar,2026-08-20,False,
ENERGIA SOLAR CIASOLAR,Outros,NAO_ENCONTRADO,energia-solar / CiaSolar,2026-08-20,False,
ENERGIA SOLAR FRONIUS PRIMO E RENOVIGI,Outros,TOKEN_AMBIGUO,ENERGIA SOLAR- FRONIUS PRIMO E RENOVIGI,2026-08-20,False,
ENERGIA SOLAR WEG,WEG,TOKEN,Energia Solar | WEG,2026-08-17,False,
ENERGY,Outros,NAO_ENCONTRADO,Energy,2026-08-20,False,
ENERGY BRASIL,Outros,NAO_ENCONTRADO,ENERGY BRASIL,2026-08-20,False,
ENERGY DO BRASIL LTDA,Outros,NAO_ENCONTRADO,Energy do Brasil Ltda.,2026-08-20,False,
ENERGY INFINITY,Outros,NAO_ENCONTRADO,Energy Infinity,2026-08-20,False,
ENERGY ON,Outros,NAO_ENCONTRADO,Energy on,2026-08-20,False,
ENERGY ONE,Outros,NAO_ENCONTRADO,Energy One,2026-08-20,False,
ENERGY POWER,Outros,NAO_ENCONTRADO,ENERGY POWER,2026-08-20,False,
ENERGY SHOP,Outros,NAO_ENCONTRADO,Energy Shop,2026-08-20,False,
ENERGY SICES SOLAR,Outros,NAO_ENCONTRADO,Energy / SICES Solar,2026-08-20,False,
ENERGY SOLUTIONS,Outros,NAO_ENCONTRADO,Energy solutions,2026-08-20,False,
ENERGY TECHNOLOGY CO LTD,Outros,NAO_ENCONTRADO,Energy Technology CO. LTD,2026-08-20,False,
ENERGYONE,Outros,NAO_ENCONTRADO,EnergyOne,2026-08-20,False,
ENERGYTREND,Outros,NAO_ENCONTRADO,EnergyTrend,2026-08-20,False,
ENERMAC,Outros,NAO_ENCONTRADO,ENERMAC,2026-08-20,False,
ENERPOINT,Outros,NAO_ENCONTRADO,Enerpoint ,2026-08-20,False,
ENERSONIC,Outros,NAO_ENCONTRADO,ENERSONIC,2026-08-20,False,
ENERSUL,Outros,NAO_ENCONTRADO,ENERSUL,2026-08-20,False,
ENERSUM,Outros,NAO_ENCONTRADO,enersum ,2026-08-20,False,
ENESOLA,Outros,NAO_ENCONTRADO,ENESOLA,2026-08-20,False,
ENETRONICA SANTERNO,Outros,NAO_ENCONTRADO,ENETRONICA SANTERNO,2026-08-20,False,
ENFHASE,Outros,NAO_ENCONTRADO,ENFHASE,2026-08-20,False,
ENFHASE ENERGY,Outros,NAO_ENCONTRADO,enfhase energy,2026-08-20,False,
ENG PV SOLAR,Outros,NAO_ENCONTRADO,ENG PV SOLAR,2026-08-20,False,
ENGETEAM,Outros,NAO_ENCONTRADO,ENGETEAM,2026-08-20,False,
ENGIL,Outros,NAO_ENCONTRADO,ENGIL,2026-08-20,False,
ENGIN,Outros,NAO_ENCONTRADO,ENGIN,2026-08-20,False,
ENGIN 400W,Outros,NAO_ENCONTRADO,ENGIN 400W,2026-08-20,False,
ENGIN SUN 25K G,Outros,NAO_ENCONTRADO,ENGIN|SUN-25K-G,2026-08-20,False,
ENHASE,Outros,NAO_ENCONTRADO,ENHASE,2026-08-20,False,
ENHPASE,Outros,NAO_ENCONTRADO,Enhpase,2026-08-20,False,
ENHPHASE,Outros,NAO_ENCONTRADO,ENHPHASE,2026-08-20,False,
ENHPHASE ENEERGY,Outros,NAO_ENCONTRADO,ENHPHASE ENEERGY,2026-08-20,False,
ENO,Outros,NAO_ENCONTRADO,ENO,2026-08-20,False,
ENOVIGI,Outros,NAO_ENCONTRADO,ENOVIGI,2026-08-20,False,
ENPAHASE,Outros,NAO_ENCONTRADO,ENPAHASE,2026-08-20,False,
ENPAHSE,Outros,NAO_ENCONTRADO,Enpahse,2026-08-20,False,
ENPALUX,Outros,NAO_ENCONTRADO,ENPALUX,2026-08-20,False,
ENPASHE,Outros,NAO_ENCONTRADO,ENPASHE,2026-08-20,False,
ENPHA,Outros,NAO_ENCONTRADO,ENPHA,2026-08-20,False,
ENPHANSE,Outros,NAO_ENCONTRADO,ENPHANSE,2026-08-20,False,
ENPHAS,Outros,NAO_ENCONTRADO,Enphas,2026-08-20,False,
ENPHAS E ENERGY,Outros,NAO_ENCONTRADO,ENPHAS E ENERGY,2026-08-20,False,
ENPHASE,Enphase,ALIAS_EXATO,186 - ENPHASE,2026-08-17,False,
ENPHASE 1 2 IQ7AM 72 2 US,Enphase,TOKEN,ENPHASE 1 <2 IQ7AM-72-2-US,2026-08-17,False,
ENPHASE 12 UNIDADES IQ7AM IQ7AM,Enphase,TOKEN,ENPHASE (12 UNIDADES) IQ7AM IQ7AM,2026-08-17,False,
ENPHASE 51 UNIDADES,Enphase,TOKEN,ENPHASE (51 UNIDADES),2026-08-17,False,
ENPHASE 96 5 2 IQ7AM 72 2 US 335W,Enphase,TOKEN,"ENPHASE 96,5 < 2 IQ7AM-72-2-US- 335W",2026-08-17,False,
ENPHASE APSYSTEM EXISTENTE NA UN,Enphase,TOKEN,ENPHASE/APSYSTEM(EXISTENTE NA UN.),2026-08-17,False,
ENPHASE APSYSTEMS,APsystems,TOKEN,ENPHASE & APSYSTEMS,2026-08-17,False,
ENPHASE BRASIL ENERGIA SOLAR,Enphase,TOKEN,ENPHASE BRASIL ENERGIA SOLAR,2026-08-17,False,
ENPHASE BRASIL ENERGIA SOLAR LTDA,Enphase,TOKEN,Enphase Brasil Energia Solar LTDA,2026-08-17,False,
ENPHASE DEYE,Deye,TOKEN,ENPHASE/ DEYE,2026-08-17,False,
ENPHASE E NEP,Outros,TOKEN_AMBIGUO,ENPHASE E NEP,2026-08-20,False,
ENPHASE ENERG,Enphase,TOKEN,ENPHASE ENERG,2026-08-17,False,
ENPHASE ENERGY,Enphase,TOKEN,Enphase Energy,2026-08-17,False,
ENPHASE ENERGY CO,Enphase,TOKEN,ENPHASE ENERGY CO,2026-08-17,False,
ENPHASE ENERGY ENPHASE ENERGY,Enphase,TOKEN,"Enphase Energy, Enphase Energy",2026-08-17,False,
ENPHASE ENERGY ENPHASE ENERGY ENPHASE ENERGY,Enphase,TOKEN,"Enphase Energy,Enphase Energy,Enphase Energy",2026-08-17,False,
ENPHASE ENERGY FRONIUS,Fronius,TOKEN,ENPHASE ENERGY  /  FRONIUS,2026-08-17,False,
ENPHASE ENERGY INC,Enphase,TOKEN,"ENPHASE ENERGY, INC",2026-08-17,False,
ENPHASE ENERGY RENOVIGI,Renovigi,TOKEN,ENPHASE ENERGY + RENOVIGI,2026-08-17,False,
ENPHASE ENPHASE,Enphase,TOKEN,Enphase | Enphase,2026-08-17,False,
ENPHASE ENPHASE ENPHASE,Enphase,TOKEN,ENPHASE / ENPHASE / ENPHASE,2026-08-17,False,
ENPHASE FOXESS,Foxess,TOKEN,"ENPHASE, FOXESS",2026-08-17,False,
ENPHASE FRONIUS,Fronius,TOKEN,"ENPHASE, FRONIUS",2026-08-17,False,
ENPHASE GROWATT,Growatt,TOKEN,ENPHASE / GROWATT,2026-08-17,False,
ENPHASE HOYMILES,Hoymiles,TOKEN,ENPHASE / HOYMILES,2026-08-17,False,
ENPHASE IQ 7,Enphase,TOKEN,Enphase IQ 7+,2026-08-17,False,
ENPHASE IQ7AM,Enphase,TOKEN,ENPHASE IQ7AM,2026-08-17,False,
ENPHASE IQ7AM 72 2 US,Enphase,TOKEN,ENPHASE IQ7AM-72-2-US,2026-08-17,False,
ENPHASE IQ7AM 72 2 US 220V,Enphase,TOKEN,16 - ENPHASE IQ7AM – 72-2-US 220V,2026-08-17,False,
ENPHASE IQ7AM 72 2US 335W,Enphase,TOKEN,ENPHASE IQ7AM-72-2US-335W,2026-08-17,False,
ENPHASE IQ7AMENPHASE IQ7AM,Enphase,TOKEN,ENPHASE IQ7AMENPHASE IQ7AM,2026-08-17,False,
ENPHASE IQAM 72 2 US,Enphase,TOKEN,ENPHASE IQAM-72-2-US,2026-08-17,False,
ENPHASE IQAM7,Enphase,TOKEN,ENPHASE IQAM7,2026-08-17,False,
ENPHASE M215,Enphase,TOKEN,Enphase M215,2026-08-17,False,
ENPHASE M215 60 2LL S22 IG,Enphase,TOKEN,Enphase M215-60-2LL-S22-IG,2026-08-17,False,
ENPHASE MICRO,Enphase,TOKEN,ENPHASE (MICRO),2026-08-17,False,
ENPHASE MICROINVERSOR,Enphase,TOKEN,ENPHASE (MICROINVERSOR),2026-08-17,False,
ENPHASE SOLAR,Enphase,TOKEN,Enphase solar,2026-08-17,False,
ENPHASE SOLIS HOYMILES,Outros,TOKEN_AMBIGUO,ENPHASE / SOLIS / HOYMILES,2026-08-20,False,
ENPHASE SUNGROW,Sungrow,TOKEN,ENPHASE | SUNGROW,2026-08-17,False,
ENPHASE X34,Enphase,TOKEN,ENPHASE|(X34),2026-08-17,False,
ENPHASEENERGY,Outros,NAO_ENCONTRADO,EnphaseEnergy,2026-08-20,False,
ENPHASEENPHASE,Outros,NAO_ENCONTRADO,ENPHASEENPHASE,2026-08-20,False,
ENPHESE,Outros,NAO_ENCONTRADO,ENPHESE,2026-08-20,False,
ENPHESEENPHESE,Outros,NAO_ENCONTRADO,ENPHESEENPHESE,2026-08-20,False,
ENPLASE,Outros,NAO_ENCONTRADO,ENPLASE,2026-08-20,False,
ENPPHASE,Outros,NAO_ENCONTRADO,ENPPHASE,2026-08-20,False,
ENSEC,Outros,NAO_ENCONTRADO,ENSEC,2026-08-20,False,
ENSOLAR,Outros,NAO_ENCONTRADO,ENSOLAR,2026-08-20,False,
ENSOLAR 1000,Outros,NAO_ENCONTRADO,ENSOLAR 1000,2026-08-20,False,
ENSOLAR ENERGIA,Outros,NAO_ENCONTRADO,Ensolar Energia,2026-08-20,False,
ENSOLAR GROWATT,Growatt,TOKEN,Ensolar / GROWATT,2026-08-17,False,
ENSOLAR RENAC,Renac,TOKEN,Ensolar / RENAC,2026-08-17,False,
ENTAO,Outros,NAO_ENCONTRADO,ENTÃO,2026-08-20,False,
ENVERTCH,Outros,NAO_ENCONTRADO,ENVERTCH,2026-08-20,False,
ENVERTEC,Outros,NAO_ENCONTRADO,Envertec,2026-08-20,False,
ENVERTECH,Outros,NAO_ENCONTRADO,ENVERTECH,2026-08-20,False,
EOLAREDGE,Outros,NAO_ENCONTRADO,EOLAREDGE,2026-08-20,False,
EOLIS,Outros,NAO_ENCONTRADO,eolis,2026-08-20,False,
EOSOLYS,Outros,NAO_ENCONTRADO,EOSOLYS,2026-08-20,False,
EPALUX,Outros,NAO_ENCONTRADO,EPALUX,2026-08-20,False,
EPEVER,Outros,NAO_ENCONTRADO,EPEVER,2026-08-20,False,
EPHASE,Outros,NAO_ENCONTRADO,EPHASE,2026-08-20,False,
ER BR,Outros,NAO_ENCONTRADO,ER-BR,2026-08-20,False,
ERA,Outros,NAO_ENCONTRADO,ERA,2026-08-20,False,
ERA BEDIN,Bedin Solar,TOKEN,ERA BEDIN,2026-08-17,False,
ERA ESPHSC450,Outros,NAO_ENCONTRADO,ERA ESPHSC450,2026-08-20,False,
ERA PRO,Outros,NAO_ENCONTRADO,ERA PRO,2026-08-20,False,
ERA PRO 72HC,Outros,NAO_ENCONTRADO,ERA Pro-72HC,2026-08-20,False,
ERA PRO 72HC585M,Outros,NAO_ENCONTRADO,ERA Pro-72HC585M,2026-08-20,False,
ERA RC 66HC 600M,Outros,NAO_ENCONTRADO,ERA-RC-66HC-600M,2026-08-20,False,
ERA RC 66HD620M,Outros,NAO_ENCONTRADO,ERA-RC-66HD620M,2026-08-20,False,
ERA RCC66HD600M 6,Outros,NAO_ENCONTRADO,ERA-RCC66HD600M 6,2026-08-20,False,
ERA SLAR,Outros,NAO_ENCONTRADO,ERA SLAR,2026-08-20,False,
ERA SOALR,Outros,NAO_ENCONTRADO,ERA SOALR,2026-08-20,False,
ERA SOLA,Outros,NAO_ENCONTRADO,ERA SOLA,2026-08-20,False,
ERA SOLAR,Outros,NAO_ENCONTRADO,ERA SOLAR,2026-08-20,False,
ERA SOLAR BIFACIAL 545M 545W,Outros,NAO_ENCONTRADO,ERA SOLAR/ (BIFACIAL) - 545M-545W,2026-08-20,False,
ERA SOLAR CO LTD,Outros,NAO_ENCONTRADO,"ERA SOLAR Co., Ltd.",2026-08-20,False,
ERA SOLAR ERA SOLAR ERA SOLAR ERA SOLAR,Outros,NAO_ENCONTRADO,ERA SOLAR | ERA SOLAR | ERA SOLAR | ERA SOLAR,2026-08-20,False,
ERA SOLAR ESPHSC 550M DEYE,Deye,TOKEN,ERA SOLAR	ESPHSC 550M	DEYE,2026-08-17,False,
ERA SOLAR TECHNOLOGY CO LTD,Outros,NAO_ENCONTRADO,"ERA Solar Technology Co., Ltd.",2026-08-20,False,
ERA SOLAR TRINA,Outros,NAO_ENCONTRADO,"ERA SOLAR, TRINA",2026-08-20,False,
ERA SOLAR VERTYS,Outros,NAO_ENCONTRADO,ERA SOLAR/VERTYS,2026-08-20,False,
ERAMOD,Outros,NAO_ENCONTRADO,ERAMOD,2026-08-20,False,
ERASOLAR,Outros,NAO_ENCONTRADO,ERASOLAR,2026-08-20,False,
ERBR,Outros,NAO_ENCONTRADO,ERBR,2026-08-20,False,
ERGY PLUS,Outros,NAO_ENCONTRADO,ERGY PLUS,2026-08-20,False,
ERR TSNSS,Outros,NAO_ENCONTRADO,ERR TSNSS,2026-08-20,False,
ERR TSUNESS,TSUNESS,TOKEN,ERR TSUNESS,2026-08-17,False,
ERSOR SOLAR,Outros,NAO_ENCONTRADO,ERSOR SOLAR,2026-08-20,False,
ERZEG,Outros,NAO_ENCONTRADO,ERZEG,2026-08-20,False,
ES GT 05K,Outros,NAO_ENCONTRADO,308 - ES GT-05K,2026-08-20,False,
ES GT 05K ECOSOLYS,Ecosolys,TOKEN,ES GT-05K – Ecosolys,2026-08-17,False,
ES GT 10K,Outros,NAO_ENCONTRADO,ES GT-10K,2026-08-20,False,
ES GT 10K 220,Outros,NAO_ENCONTRADO,ES GT-10K-220,2026-08-20,False,
ES GT 16K,Outros,NAO_ENCONTRADO,ES GT-16K,2026-08-20,False,
ES GT 16K 220,Outros,NAO_ENCONTRADO,ES GT-16K-220,2026-08-20,False,
ES GT 30K,Outros,NAO_ENCONTRADO,ES GT-30K,2026-08-20,False,
ES GT 5K,Outros,NAO_ENCONTRADO,ES GT-5K,2026-08-20,False,
ES GT 60K,Outros,NAO_ENCONTRADO,322 - ES GT-60K,2026-08-20,False,
ES GT10K V2,Outros,NAO_ENCONTRADO,ES GT10K V2,2026-08-20,False,
ES RENOVIGI,Renovigi,TOKEN,es RENOVIGI,2026-08-17,False,
ESAT,Outros,NAO_ENCONTRADO,ESAT,2026-08-20,False,
ESCOLYS,Outros,NAO_ENCONTRADO,ESCOLYS,2026-08-20,False,
ESCOMS,Outros,NAO_ENCONTRADO,ESCOMS,2026-08-20,False,
ESCOSOLYS,Outros,NAO_ENCONTRADO,ESCOSOLYS,2026-08-20,False,
ESCOSOLYS ECOSOLYS,Ecosolys,TOKEN,ESCOSOLYS | ECOSOLYS,2026-08-17,False,
ESGT05K,Outros,NAO_ENCONTRADO,esgt05k,2026-08-20,False,
ESLSYS,Outros,NAO_ENCONTRADO,eslsys,2026-08-20,False,
ESLYS,Outros,NAO_ENCONTRADO,ESLYS,2026-08-20,False,
ESM 3000 L,Outros,NAO_ENCONTRADO,ESM-3000 L,2026-08-20,False,
ESM 5000,Outros,NAO_ENCONTRADO,1303 - ESM-5000,2026-08-20,False,
ESM 8000,Outros,NAO_ENCONTRADO,ESM-8000,2026-08-20,False,
ESOSOLYS,Outros,NAO_ENCONTRADO,esosolys,2026-08-20,False,
ESPC 370,Outros,NAO_ENCONTRADO,ESPC-370,2026-08-20,False,
ESPC390,Outros,NAO_ENCONTRADO,ESPC390,2026-08-20,False,
ESPHSC 540W,Outros,NAO_ENCONTRADO,ESPHSC 540W,2026-08-20,False,
ESPHSC 545M,Outros,NAO_ENCONTRADO,ESPHSC 545M,2026-08-20,False,
ESPHSC 550M,Outros,NAO_ENCONTRADO,ESPHSC 550M,2026-08-20,False,
ESPHSC 550W,Outros,NAO_ENCONTRADO,ESPHSC 550W,2026-08-20,False,
ESPHSC450,Outros,NAO_ENCONTRADO,ESPHSC450,2026-08-20,False,
ESPHSC550,Outros,NAO_ENCONTRADO,ESPHSC550,2026-08-20,False,
ESPHSC550M,Outros,NAO_ENCONTRADO,2091 - ESPHSC550M,2026-08-20,False,
ESPHSC550W,Outros,NAO_ENCONTRADO,ESPHSC550W,2026-08-20,False,
ESPSC 390,Outros,NAO_ENCONTRADO,ESPSC-390,2026-08-20,False,
ESPSC 390M,Outros,NAO_ENCONTRADO,ESPSC-390M,2026-08-20,False,
ESPSC390,Outros,NAO_ENCONTRADO,ESPSC390,2026-08-20,False,
ESPSC390M,Outros,NAO_ENCONTRADO,ESPSC390M,2026-08-20,False,
ETAPA,Outros,NAO_ENCONTRADO,ETAPA,2026-08-20,False,
EUROPE SOLAR,Outros,NAO_ENCONTRADO,Europe Solar,2026-08-20,False,
EVERTECH,Outros,NAO_ENCONTRADO,EVERTECH,2026-08-20,False,
EVT,Outros,NAO_ENCONTRADO,EVT,2026-08-20,False,
EWEG,Outros,NAO_ENCONTRADO,eweg,2026-08-20,False,
EWG,Outros,NAO_ENCONTRADO,EWG,2026-08-20,False,
EX450MB 144,Outros,NAO_ENCONTRADO,EX450MB-144,2026-08-20,False,
EX450MB 144 450W,Outros,NAO_ENCONTRADO,EX450MB-144 450W,2026-08-20,False,
EXAMPLE,Outros,NAO_ENCONTRADO,Example,2026-08-20,False,
EXIOM,Outros,NAO_ENCONTRADO,EXIOM,2026-08-20,False,
EXIOM SOLUTION,Outros,NAO_ENCONTRADO,EXIOM SOLUTION,2026-08-20,False,
EXISTENTE 1 SOFAR NOVO 1 SOFAR,Sofar Solar,TOKEN,EXISTENTE: 1 SOFAR + NOVO: 1 SOFAR,2026-08-17,False,
EXISTENTE NO LOCAL,Outros,NAO_ENCONTRADO, EXISTENTE NO LOCAL,2026-08-20,False,
EXISTENTE PHB A INSTALAR PHB,PHB,TOKEN,EXISTENTE - PHB + A INSTALAR - PHB,2026-08-17,False,
EXISTENTES HOYMILES,Hoymiles,TOKEN,EXISTENTES/HOYMILES,2026-08-17,False,
EXOSOLYS,Outros,NAO_ENCONTRADO,EXOSOLYS -,2026-08-20,False,
EYE,Outros,NAO_ENCONTRADO,EYE,2026-08-20,False,
EYE DEYE,Deye,TOKEN,EYE | DEYE,2026-08-17,False,
EYE SUN,Outros,NAO_ENCONTRADO,EYE SUN,2026-08-20,False,
EYE SUN 10K G,Outros,NAO_ENCONTRADO,EYE SUN-10K-G,2026-08-20,False,
F,Outros,NAO_ENCONTRADO,F,2026-08-20,False,
F 98 1 5 RONIUS,Outros,NAO_ENCONTRADO,"F 98,1 5 RONIUS",2026-08-20,False,
F INVERSOR SOLAR ON GRID SAJ SERIE R5 8KVA,SAJ,TOKEN,F. Inversor Solar On Grid SAJ SÉRIE R5 8kVA,2026-08-17,False,
F RO N IU S,Outros,NAO_ENCONTRADO,F RO N IU S,2026-08-20,False,
F SERIES,Outros,NAO_ENCONTRADO,F SERIES,2026-08-20,False,
F1 JIANGSU GOODWE F2 GOODWE,Goodwe,TOKEN,f1:jiangsu goodwe  -f2:goodwe-,2026-08-17,False,
F1 SOLIS F2 RENOVIGI,Outros,TOKEN_AMBIGUO,f1: solis -f2: renovigi,2026-08-20,False,
F5000,Outros,NAO_ENCONTRADO,F5000,2026-08-20,False,
F5000 G2,Outros,NAO_ENCONTRADO,F5000-G2,2026-08-20,False,
F6000,Outros,NAO_ENCONTRADO,F6000,2026-08-20,False,
F6000 G2,Outros,NAO_ENCONTRADO,F6000-G2,2026-08-20,False,
F6000 G2 2009 G8,Outros,NAO_ENCONTRADO,1840 - F6000-G2;2009 - G8,2026-08-20,False,
FAB INVERSOR,Outros,NAO_ENCONTRADO,fab inversor,2026-08-20,False,
FAB INVERSORES,Outros,NAO_ENCONTRADO,Fab Inversores,2026-08-20,False,
FAB1 PHB FAB2 PHB,PHB,TOKEN,Fab1: PHB Fab2: PHB,2026-08-17,False,
FABR ABB,ABB/FIMER,TOKEN,FABR ABB,2026-08-17,False,
FABR RENOVIGI BBPOWER MOD SF3KTN,Renovigi,TOKEN,Fabr.:RENOVIGI/BBPOWER mod: SF3KTN,2026-08-17,False,
FABRICANTE,Outros,NAO_ENCONTRADO,FABRICANTE,2026-08-20,False,
FABRICANTE 1 DEYE FABRICANTE 2 DEYE,Deye,TOKEN,FABRICANTE 1 DEYE FABRICANTE 2 DEYE,2026-08-17,False,
FABRICANTE 1 FRONIUS FABRICANTE 2 GROWATT,Outros,TOKEN_AMBIGUO,FABRICANTE 1 Fronius FABRICANTE 2 GROWATT,2026-08-20,False,
FABRICANTE 1 GROWATT FABRICANTE 2 GROWATT,Growatt,TOKEN,FABRICANTE 1 GROWATT FABRICANTE 2 GROWATT,2026-08-17,False,
FABRICANTE 1 SOFAR FABRICANTE 2 SOFAR,Sofar Solar,TOKEN,FABRICANTE 1 SOFAR FABRICANTE 2 SOFAR,2026-08-17,False,
FABRICANTE 1 SUNGROW FABRICANTE 2 SUNGROW,Sungrow,TOKEN,FABRICANTE 1 SUNGROW FABRICANTE 2 SUNGROW,2026-08-17,False,
FABRICANTE 1 TSUN FABRICANTE 2 TSUN,Tsun,TOKEN,FABRICANTE 1 TSUN FABRICANTE 2 TSUN,2026-08-17,False,
FABRICANTE 1 WEG FABRICANTE 2 WEG,WEG,TOKEN,FABRICANTE 1 WEG FABRICANTE 2 WEG,2026-08-17,False,
FABRICANTE B B POWER RENOVIGI,Renovigi,TOKEN,fabricante B&B Power/Renovigi,2026-08-17,False,
FABRICANTE CANADIAN,Canadian Solar,TOKEN,Fabricante:CANADIAN,2026-08-17,False,
FABRICANTE DEYE,Deye,TOKEN,FABRICANTE DEYE,2026-08-17,False,
FABRICANTE DO INVERSOR,Outros,NAO_ENCONTRADO,Fabricante do Inversor,2026-08-20,False,
FABRICANTE DO INVERSOR GROWATT,Growatt,TOKEN,Fabricante do Inversor GROWATT,2026-08-17,False,
FABRICANTE DO INVERSOR MICROINVERSOR APSYSTEMS,APsystems,TOKEN,Fabricante do Inversor - MICROINVERSOR: APSYSTEMS,2026-08-17,False,
FABRICANTE DO INVERSORAPSYSTEMS,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORAPSYSTEMS,2026-08-20,False,
FABRICANTE DO INVERSORBELENERGY,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORBELENERGY,2026-08-20,False,
FABRICANTE DO INVERSORDEYE,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORDeye,2026-08-20,False,
FABRICANTE DO INVERSORGROWATT,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORGROWATT,2026-08-20,False,
FABRICANTE DO INVERSORSOLIS,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORSOLIS,2026-08-20,False,
FABRICANTE DO INVERSORWEG,Outros,NAO_ENCONTRADO,FABRICANTE DO INVERSORWEG,2026-08-20,False,
FABRICANTE DO S INVERSOR ES APSYSTEMS,APsystems,TOKEN,Fabricante do(s) Inversor(es) APSYSTEMS,2026-08-17,False,
FABRICANTE DO S INVERSOR ES BELENERGY,Outros,NAO_ENCONTRADO,Fabricante do(s) Inversor(es) BELENERGY,2026-08-20,False,
FABRICANTE DO S INVERSOR ES DEYE,Deye,TOKEN,Fabricante do(s) Inversor(es) DEYE,2026-08-17,False,
FABRICANTE DO S INVERSOR ES DEYE DEYE DEYE DEYE DEYE DEYE,Deye,TOKEN,Fabricante do(s) Inversor(es) DEYE | DEYE | DEYE | DEYE | DEYE | DEYE,2026-08-17,False,
FABRICANTE DO S INVERSOR ES GOODWE,Goodwe,TOKEN,Fabricante do(s) Inversor(es) GOODWE,2026-08-17,False,
FABRICANTE DO S INVERSOR ES GROWATT,Growatt,TOKEN,Fabricante do(s) Inversor(es) GROWATT,2026-08-17,False,
FABRICANTE DO S INVERSOR ES GUANGZHOU SANJING SAJ,SAJ,TOKEN,Fabricante do(s) Inversor(es) Guangzhou Sanjing (SAJ),2026-08-17,False,
FABRICANTE DO S INVERSOR ES INTELBRAS,Intelbras,TOKEN,Fabricante do(s) Inversor(es) INTELBRAS,2026-08-17,False,
FABRICANTE DO S INVERSOR ES KEHUA TECH,Kehua,TOKEN,Fabricante do(s) Inversor(es) KEHUA TECH,2026-08-17,False,
FABRICANTE DO S INVERSOR ES REFUSOL,Refusol,TOKEN,Fabricante do(s) Inversor(es) REFUSOL,2026-08-17,False,
FABRICANTE DO S INVERSOR ES SAJ,SAJ,TOKEN,Fabricante do(s) Inversor(es) SAJ,2026-08-17,False,
FABRICANTE DO S INVERSOR ES SOFAR SOLAR,Sofar Solar,TOKEN,Fabricante do(s) Inversor(es) SOFAR SOLAR,2026-08-17,False,
FABRICANTE DO S INVERSOR ES SOLIS,Solis (Ginlong),TOKEN,Fabricante do(s) Inversor(es) SOLIS,2026-08-17,False,
FABRICANTE DO S INVERSOR ES SUNGROW,Sungrow,TOKEN,Fabricante do(s) Inversor(es) SUNGROW,2026-08-17,False,
FABRICANTE DO S INVERSOR ES TSUN,Tsun,TOKEN,Fabricante do(s) Inversor(es) TSUN,2026-08-17,False,
FABRICANTE DO S INVERSOR ES WEG,WEG,TOKEN,Fabricante do(s) Inversor(es) WEG,2026-08-17,False,
FABRICANTE DO S MODULO S GERADOR ES ELGIN,Elgin,TOKEN,Fabricante do(s) Módulo(s) Gerador(es) Elgin,2026-08-17,False,
FABRICANTE FRONIUS INTERNATIONAL,Fronius,TOKEN,Fabricante: FRONIUS INTERNATIONAL,2026-08-17,False,
FABRICANTE GE,Outros,NAO_ENCONTRADO,Fabricante GE,2026-08-20,False,
FABRICANTE INVERSOR,Outros,NAO_ENCONTRADO,FABRICANTE INVERSOR,2026-08-20,False,
FABRICANTE INVERSORES,Outros,NAO_ENCONTRADO,fabricante_inversores,2026-08-20,False,
FABRICANTE PHB ELETRONICA PHB ELETRONICA,PHB,TOKEN,Fabricante PHB ELETRONICA / PHB ELETRONICA,2026-08-17,False,
FABRICANTE S DOS INVERSORES,Outros,NAO_ENCONTRADO,FABRICANTE(S) DOS INVERSORES,2026-08-20,False,
FABRICANTE S DOS INVERSORES TSUN,Tsun,TOKEN,Fabricante(s) dos Inversores TSUN,2026-08-17,False,
FABRICANTE SAJ,SAJ,TOKEN,FABRICANTE SAJ,2026-08-17,False,
FABRICANTE SOFAR POTENCIA 7 5 KJW,Sofar Solar,TOKEN,"fabricante SOFAR, potência 7.5 kjW,",2026-08-17,False,
FABRICANTE1 DEYE FABRICANTE2 DEYE,Deye,TOKEN,Fabricante1 DEYE/ Fabricante2 DEYE,2026-08-17,False,
FABRICANTE1 EMAPLUX SAJ FABRICANTE2 EMAPLUX SAJ,SAJ,TOKEN,Fabricante1: EMAPLUX/SAJ Fabricante2: EMAPLUX/SAJ,2026-08-17,False,
FABRICANTE1 GROWATT FABRICANTE2 WEG,Outros,TOKEN_AMBIGUO,Fabricante1: GROWATT Fabricante2: WEG,2026-08-20,False,
FABRICANTE1 INTELBRAS FABRICANTE2 INTELBRAS,Intelbras,TOKEN,Fabricante1: INTELBRAS Fabricante2: INTELBRAS,2026-08-17,False,
